director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Olivier Assayas,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,Comedy Drama Romance,"paris, je t'aime",Steve BuscemiMiranda RichardsonCatalina Sandino MorenoComedy Drama Romance
Rod Lurie,Harry Lennix,Kathryn Morris,Peter Coyote,Drama Sport,resurrecting the champ,Harry LennixKathryn MorrisPeter CoyoteDrama Sport
Paul Weitz,Tina Fey,Sarita Choudhury,Christopher Evan Welch,Comedy Drama Romance,admission,Tina FeySarita ChoudhuryChristopher Evan WelchComedy Drama Romance
Patrice Leconte,Emir Kusturica,Daniel Auteuil,Yves Jacques,Drama Romance,the widow of saint-pierre,Emir KusturicaDaniel AuteuilYves JacquesDrama Romance
Atom Egoyan,Liam Neeson,Meghan Heffern,Natalie Lisinska,Drama Mystery Romance Thriller,chloe,Liam NeesonMeghan HeffernNatalie LisinskaDrama Mystery Romance Thriller
Paul Mazursky,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,Comedy Crime Drama,faithful,Chazz PalminteriRyan O'NealPaul MazurskyComedy Crime Drama
Jim Sheridan,Natalie Portman,Jake Gyllenhaal,Ethan Suplee,Drama Thriller,brothers,Natalie PortmanJake GyllenhaalEthan SupleeDrama Thriller
Sidney Lumet,Peter Dinklage,Vin Diesel,Alex Rocco,Biography Comedy Crime Drama,find me guilty,Peter DinklageVin DieselAlex RoccoBiography Comedy Crime Drama
Stephen Chbosky,Logan Lerman,Ezra Miller,Kate Walsh,Drama Romance,the perks of being a wallflower,Logan LermanEzra MillerKate WalshDrama Romance
Jon Hess,Burt Young,Ian Gomez,Thomas Ian Griffith,Action,excessive force,Burt YoungIan GomezThomas Ian GriffithAction
Douglas McGrath,Toby Jones,Isabella Rossellini,Hope Davis,Biography Crime Drama,infamous,Toby JonesIsabella RosselliniHope DavisBiography Crime Drama
Mark Neveldine,Djimon Hounsou,Alison Lohman,Dougray Scott,Horror Thriller,the vatican tapes,Djimon HounsouAlison LohmanDougray ScottHorror Thriller
Joe Cornish,John Boyega,Luke Treadaway,Jodie Whittaker,Action Comedy Sci-Fi Thriller,attack the block,John BoyegaLuke TreadawayJodie WhittakerAction Comedy Sci-Fi Thriller
Angelina Jolie Pitt,Jelena Jovanova,Nikola Djuricko,Branko Djuric,Drama Romance War,in the land of blood and honey,Jelena JovanovaNikola DjurickoBranko DjuricDrama Romance War
Brad Anderson,Michael Imperioli,Tara Platt,Roma Maffia,Crime Thriller,the call,Michael ImperioliTara PlattRoma MaffiaCrime Thriller
John H. Lee,Liam Neeson,Dean Dawson,Jung-jae Lee,Action Drama History War,operation chromite,Liam NeesonDean DawsonJung-jae LeeAction Drama History War
John Stainton,Steve Irwin,Aden Young,Steve Bastoni,Action Adventure Comedy Family,the crocodile hunter: collision course,Steve IrwinAden YoungSteve BastoniAction Adventure Comedy Family
Glenn Ficarra,Dameon Clarke,Louis Herthum,Annie Golden,Biography Comedy Crime Drama Romance,i love you phillip morris,Dameon ClarkeLouis HerthumAnnie GoldenBiography Comedy Crime Drama Romance
Jean-Jacques Annaud,Rae Dawn Chong,Everett McGill,Gary Schwartz,Adventure Drama History,quest for fire,Rae Dawn ChongEverett McGillGary SchwartzAdventure Drama History
Denzel Washington,Denzel Washington,Kevin Connolly,Derek Luke,Biography Drama,antwone fisher,Denzel WashingtonKevin ConnollyDerek LukeBiography Drama
Michael Hoffman,Gabriel Millman,Embeth Davidtz,Rob Morrow,Drama,the emperor's club,Gabriel MillmanEmbeth DavidtzRob MorrowDrama
Tony Scott,Brad Pitt,Gary Oldman,Michael Rapaport,Action Crime Drama Romance Thriller,true romance,Brad PittGary OldmanMichael RapaportAction Crime Drama Romance Thriller
Benedek Fliegauf,Eva Green,Matt Smith,Hannah Murray,Drama Romance Sci-Fi,womb,Eva GreenMatt SmithHannah MurrayDrama Romance Sci-Fi
James Foley,Kevin Spacey,Al Pacino,Jude Ciccolella,Crime Drama Mystery,glengarry glen ross,Kevin SpaceyAl PacinoJude CiccolellaCrime Drama Mystery
Michael Winterbottom,Liam Aiken,Ned Beatty,Jay R. Ferguson,Crime Drama Thriller,the killer inside me,Liam AikenNed BeattyJay R. FergusonCrime Drama Thriller
Stewart Hendler,Julian Morris,Margo Harshman,Rumer Willis,Horror Mystery,sorority row,Julian MorrisMargo HarshmanRumer WillisHorror Mystery
John Cromwell,David Niven,Mary Astor,Ronald Colman,Adventure Drama Romance,the prisoner of zenda,David NivenMary AstorRonald ColmanAdventure Drama Romance
Craig Gillespie,Ryan Gosling,Kelli Garner,Paul Schneider,Comedy Drama Romance,lars and the real girl,Ryan GoslingKelli GarnerPaul SchneiderComedy Drama Romance
Mark Herman,Richard Johnson,Sheila Hancock,Cara Horgan,Drama War,the boy in the striped pajamas,Richard JohnsonSheila HancockCara HorganDrama War
Lars von Trier,Catherine Deneuve,Udo Kier,Björk,Crime Drama Musical,dancer in the dark,Catherine DeneuveUdo KierBjörkCrime Drama Musical
Gillian Armstrong,Tom Wilkinson,Richard Roxburgh,Clive Russell,Drama Romance,oscar and lucinda,Tom WilkinsonRichard RoxburghClive RussellDrama Romance
Abel Ferrara,Isabella Rossellini,Vincent Gallo,Gretchen Mol,Crime Drama,the funeral,Isabella RosselliniVincent GalloGretchen MolCrime Drama
Brian Koppelman,Jenna Fischer,David Costabile,Richard Schiff,Comedy Drama Romance,solitary man,Jenna FischerDavid CostabileRichard SchiffComedy Drama Romance
Ethan Maniquis,Robert De Niro,Don Johnson,Cheech Marin,Action Crime Thriller,machete,Robert De NiroDon JohnsonCheech MarinAction Crime Thriller
George Hickenlooper,Kevin Spacey,Eric Schweig,Christian Campbell,Biography Comedy Crime Drama,casino jack,Kevin SpaceyEric SchweigChristian CampbellBiography Comedy Crime Drama
Don Bluth,Judith Barsi,Gabriel Damon,Bill Erwin,Adventure Animation Family,the land before time,Judith BarsiGabriel DamonBill ErwinAdventure Animation Family
Je-kyu Kang,Min-sik Choi,Bin Won,Dong-gun Jang,Action Drama War,tae guk gi: the brotherhood of war,Min-sik ChoiBin WonDong-gun JangAction Drama War
William Dear,Clifton Collins Jr.,Cheech Marin,Bruce McGill,Comedy Drama Family Sport,the perfect game,Clifton Collins Jr.Cheech MarinBruce McGillComedy Drama Family Sport
William Friedkin,Ellen Burstyn,Linda Blair,Lee J. Cobb,Horror,the exorcist,Ellen BurstynLinda BlairLee J. CobbHorror
Steven Spielberg,Roy Scheider,Robert Shaw,Murray Hamilton,Adventure Drama Thriller,jaws,Roy ScheiderRobert ShawMurray HamiltonAdventure Drama Thriller
Paul Weitz,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,Comedy,american pie,Alyson HanniganShannon ElizabethNatasha LyonneComedy
Stéphane Aubier,Mackenzie Foy,Megan Mullally,Lambert Wilson,Animation Comedy Crime Drama Family,ernest & celestine,Mackenzie FoyMegan MullallyLambert WilsonAnimation Comedy Crime Drama Family
Michael Ritchie,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,Action Adventure Comedy Fantasy Mystery,the golden child,Victor WongRandall 'Tex' CobbCharlotte LewisAction Adventure Comedy Fantasy Mystery
Tim Story,Chris Brown,Romany Malco,Regina Hall,Comedy Romance,think like a man,Chris BrownRomany MalcoRegina HallComedy Romance
Tim Story,Sean Patrick Thomas,Jason George,Cedric the Entertainer,Comedy Drama,barbershop,Sean Patrick ThomasJason GeorgeCedric the EntertainerComedy Drama
Nicholas Meyer,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,Action Adventure Sci-Fi,star trek ii: the wrath of khan,Leonard NimoyKirstie AlleyNichelle NicholsAction Adventure Sci-Fi
Tom Shadyac,Sean Young,Udo Kier,David Margulies,Comedy,ace ventura: pet detective,Sean YoungUdo KierDavid MarguliesComedy
John Badham,Matthew Broderick,Barry Corbin,Ally Sheedy,Sci-Fi Thriller,wargames,Matthew BroderickBarry CorbinAlly SheedySci-Fi Thriller
Peter Weir,Harrison Ford,Viggo Mortensen,Lukas Haas,Crime Drama Romance Thriller,witness,Harrison FordViggo MortensenLukas HaasCrime Drama Romance Thriller
Mike McCoy,Alex Veadov,Jason Cottle,Rorke Denver,Action Adventure Drama Thriller War,act of valor,Alex VeadovJason CottleRorke DenverAction Adventure Drama Thriller War
Anne Fletcher,Channing Tatum,Alyson Stoner,Josh Henderson,Crime Drama Music Romance,step up,Channing TatumAlyson StonerJosh HendersonCrime Drama Music Romance
Mike Judge,Bruce Willis,Demi Moore,John Doman,Adventure Animation Comedy Crime,beavis and butt-head do america,Bruce WillisDemi MooreJohn DomanAdventure Animation Comedy Crime
Quentin Tarantino,Robert De Niro,Sid Haig,Robert Forster,Crime Thriller,jackie brown,Robert De NiroSid HaigRobert ForsterCrime Thriller
Jon Hurwitz,Danneel Ackles,Eric Winter,Beverly D'Angelo,Adventure Comedy,harold & kumar escape from guantanamo bay,Danneel AcklesEric WinterBeverly D'AngeloAdventure Comedy
Josh Trank,Michael Kelly,Alex Russell,Ashley Hinshaw,Drama Sci-Fi Thriller,chronicle,Michael KellyAlex RussellAshley HinshawDrama Sci-Fi Thriller
Barbra Streisand,Miriam Margolyes,Amy Irving,Steven Hill,Drama Musical Romance,yentl,Miriam MargolyesAmy IrvingSteven HillDrama Musical Romance
Terry Gilliam,Shelley Duvall,Michael Palin,Kenny Baker,Adventure Comedy Fantasy Sci-Fi,time bandits,Shelley DuvallMichael PalinKenny BakerAdventure Comedy Fantasy Sci-Fi
Nima Nourizadeh,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,Comedy Crime,project x,Dax FlameKirby Bliss BlantonOliver CooperComedy Crime
Franklin J. Schaffner,George C. Scott,Karl Malden,Bill Hickman,Biography Drama War,patton,George C. ScottKarl MaldenBill HickmanBiography Drama War
Mark Romanek,Robin Williams,Gary Cole,Connie Nielsen,Drama Thriller,one hour photo,Robin WilliamsGary ColeConnie NielsenDrama Thriller
John Erick Dowdle,Andrew Fiscella,Jay Hernandez,Dania Ramirez,Horror Sci-Fi Thriller,quarantine,Andrew FiscellaJay HernandezDania RamirezHorror Sci-Fi Thriller
David Moreau,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,Horror Mystery,the eye,Chloë Grace MoretzAlessandro NivolaObba BabatundéHorror Mystery
Christopher Erskin,Vanessa Williams,Shannon Elizabeth,Shad Moss,Comedy,johnson family vacation,Vanessa WilliamsShannon ElizabethShad MossComedy
Jesse Dylan,Hector Elizondo,Fred Willard,T.J. Thyne,Comedy Fantasy,how high,Hector ElizondoFred WillardT.J. ThyneComedy Fantasy
Brian Henson,Steven Mackintosh,Jerry Nelson,Steve Whitmire,Comedy Drama Family Fantasy Musical,the muppet christmas carol,Steven MackintoshJerry NelsonSteve WhitmireComedy Drama Family Fantasy Musical
Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,Action Adventure Thriller,casino royale,Eva GreenTobias MenziesIvana MilicevicAction Adventure Thriller
Julie Taymor,Salma Hayek,Roger Rees,Valeria Golino,Biography Drama Romance,frida,Salma HayekRoger ReesValeria GolinoBiography Drama Romance
Dan Cutforth,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,Documentary Music,katy perry: part of me,Lexie ContursiAshley Ashida DixonAnthony BurrellDocumentary Music
Josh Boone,Shailene Woodley,Sam Trammell,Nat Wolff,Drama Romance,the fault in our stars,Shailene WoodleySam TrammellNat WolffDrama Romance
John Dahl,Matt Damon,Martin Landau,Gretchen Mol,Crime Drama,rounders,Matt DamonMartin LandauGretchen MolCrime Drama
Chris Rock,Rosario Dawson,Romany Malco,J.B. Smoove,Comedy Romance,top five,Rosario DawsonRomany MalcoJ.B. SmooveComedy Romance
John Frankenheimer,Talia Shire,Richard Dysart,Robert Foxworth,Horror Sci-Fi,prophecy,Talia ShireRichard DysartRobert FoxworthHorror Sci-Fi
David Koepp,Illeana Douglas,Kathryn Erbe,Lusia Strus,Horror Mystery Thriller,stir of echoes,Illeana DouglasKathryn ErbeLusia StrusHorror Mystery Thriller
unknown,Peter Mensah,Kelvin Taylor,Viva Bianca,Action Adventure Biography Drama History,spartacus: war of the damned            ,Peter MensahKelvin TaylorViva BiancaAction Adventure Biography Drama History
Stephen Frears,Steve Coogan,Mare Winningham,Peter Hermann,Biography Drama,philomena,Steve CooganMare WinninghamPeter HermannBiography Drama
Mike Binder,Alicia Witt,Erika Christensen,Joan Allen,Comedy Drama,the upside of anger,Alicia WittErika ChristensenJoan AllenComedy Drama
Franklin J. Schaffner,Laurence Olivier,Anne Meara,Steve Guttenberg,Drama Thriller,the boys from brazil,Laurence OlivierAnne MearaSteve GuttenbergDrama Thriller
Elizabeth Allen Rosenbaum,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,Comedy Family Fantasy Romance,aquamarine,Tammin SursokJoanna 'JoJo' LevesqueDichen LachmanComedy Family Fantasy Romance
Jake Schreier,Nat Wolff,Cara Delevingne,Meg Crosbie,Drama Mystery Romance,paper towns,Nat WolffCara DelevingneMeg CrosbieDrama Mystery Romance
Cheryl Dunye,Michael Imperioli,Marsha Thomason,Bai Ling,Comedy,my baby's daddy,Michael ImperioliMarsha ThomasonBai LingComedy
Alexander Payne,Devin Ratray,Bruce Dern,Will Forte,Adventure Comedy Drama,nebraska,Devin RatrayBruce DernWill ForteAdventure Comedy Drama
Ernest R. Dickerson,CCH Pounder,Jada Pinkett Smith,Gary Farmer,Action Fantasy Horror Thriller,tales from the crypt: demon knight,CCH PounderJada Pinkett SmithGary FarmerAction Fantasy Horror Thriller
Tim Hill,Noel Fisher,Amber Valletta,Larry Miller,Comedy Crime Family,max keeble's big move,Noel FisherAmber VallettaLarry MillerComedy Crime Family
Jason Reitman,Charlize Theron,Patton Oswalt,Collette Wolfe,Comedy Drama,young adult,Charlize TheronPatton OswaltCollette WolfeComedy Drama
Mark Neveldine,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,Action Crime Thriller,crank,Jason StathamEdi GathegiJose Pablo CantilloAction Crime Thriller
Lionel C. Martin,Bernie Mac,Gilbert Gottfried,Lark Voorhies,Comedy,how to be a player,Bernie MacGilbert GottfriedLark VoorhiesComedy
Richard LaGravenese,Holly Hunter,Eddie Cibrian,Jenette Goldstein,Comedy Drama Romance,living out loud,Holly HunterEddie CibrianJenette GoldsteinComedy Drama Romance
Sanaa Hamri,Common,Laz Alonso,Mehcad Brooks,Comedy Romance Sport,just wright,CommonLaz AlonsoMehcad BrooksComedy Romance Sport
Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,Drama Romance,rachel getting married,Anne HathawayRosemarie DeWittBill IrwinDrama Romance
Bob Rafelson,Anjelica Huston,Michael Lerner,John Colicos,Crime Drama Romance Thriller,the postman always rings twice,Anjelica HustonMichael LernerJohn ColicosCrime Drama Romance Thriller
Peter Webber,Scarlett Johansson,Colin Firth,Tom Wilkinson,Biography Drama Romance,girl with a pearl earring,Scarlett JohanssonColin FirthTom WilkinsonBiography Drama Romance
Wolfgang Petersen,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer,Adventure Drama Thriller War,das boot,Jürgen ProchnowMartin SemmelroggeHerbert GrönemeyerAdventure Drama Thriller War
John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà,Drama History War Western,the alamo,Dennis QuaidMarc BlucasJordi MollàDrama History War Western
Wallace Wolodarsky,Heather Matarazzo,Barry Watson,Harland Williams,Comedy,sorority boys,Heather MatarazzoBarry WatsonHarland WilliamsComedy
Richard Curtis,Tom Hughes,Tom Hollander,Lindsay Duncan,Drama Fantasy Romance,about time,Tom HughesTom HollanderLindsay DuncanDrama Fantasy Romance
Yimou Zhang,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,Action Adventure Drama Romance,house of flying daggers,Takeshi KaneshiroAndy LauZhengyong ZhangAction Adventure Drama Romance
Nicholas Jarecki,Nate Parker,Curtiss Cook,Reg E. Cathey,Drama Thriller,arbitrage,Nate ParkerCurtiss CookReg E. CatheyDrama Thriller
Dean Israelite,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,Sci-Fi Thriller,project almanac,Gary WeeksJonny WestonSofia Black-D'EliaSci-Fi Thriller
Darnell Martin,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,Biography Drama Music,cadillac records,Cedric the EntertainerVeronika DashTammy BlanchardBiography Drama Music
Scott Alexander,Sarah Silverman,Dave Chappelle,Sherman Hemsley,Comedy Crime,screwed,Sarah SilvermanDave ChappelleSherman HemsleyComedy Crime
Stuart Gordon,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,Action Crime Sci-Fi Thriller,fortress,Christopher LambertKurtwood SmithClifton Collins Jr.Action Crime Sci-Fi Thriller
Christopher Guest,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,Comedy,for your consideration,John Michael HigginsCatherine O'HaraEd Begley Jr.Comedy
Woody Allen,Melanie Griffith,Aleksa Palladino,Greg Mottola,Comedy Drama,celebrity,Melanie GriffithAleksa PalladinoGreg MottolaComedy Drama
Ryan Murphy,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,Comedy Drama,running with scissors,Jill ClayburghJoseph CrossDagmara DominczykComedy Drama
Robert Iscove,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,Comedy Musical Romance,from justin to kelly,Anika Noni RoseKelly ClarksonBrian DietzenComedy Musical Romance
Spike Lee,Michael Imperioli,Debi Mazar,Gretchen Mol,Comedy Drama,girl 6,Michael ImperioliDebi MazarGretchen MolComedy Drama
Jane Campion,Jennifer Jason Leigh,Nick Damici,Susan Gardner,Mystery Thriller,in the cut,Jennifer Jason LeighNick DamiciSusan GardnerMystery Thriller
James Gray,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,Drama Romance,two lovers,Isabella RosselliniVinessa ShawSamantha IversDrama Romance
Fred Schepisi,Bob Hoskins,Ray Winstone,JJ Feild,Drama,last orders,Bob HoskinsRay WinstoneJJ FeildDrama
Joon-ho Bong,Doona Bae,Kang-ho Song,Ah-sung Ko,Comedy Drama Horror Sci-Fi,the host,Doona BaeKang-ho SongAh-sung KoComedy Drama Horror Sci-Fi
Roger Spottiswoode,Robert Duvall,Treat Williams,Paul Gleason,Adventure Crime Thriller,the pursuit of d.b. cooper,Robert DuvallTreat WilliamsPaul GleasonAdventure Crime Thriller
Antonia Bird,Jeremy Davies,Jeffrey Jones,David Arquette,Fantasy Horror Thriller,ravenous,Jeremy DaviesJeffrey JonesDavid ArquetteFantasy Horror Thriller
Jon Poll,Robert Downey Jr.,Megan Park,Hope Davis,Comedy Drama Romance,charlie bartlett,Robert Downey Jr.Megan ParkHope DavisComedy Drama Romance
Paolo Sorrentino,Toni Servillo,Sabrina Ferilli,Serena Grandi,Drama,the great beauty,Toni ServilloSabrina FerilliSerena GrandiDrama
Peter Care,Kieran Culkin,Michael Harding,Jake Richardson,Comedy Drama,the dangerous lives of altar boys,Kieran CulkinMichael HardingJake RichardsonComedy Drama
Chan-wook Park,Mia Wasikowska,Alden Ehrenreich,Harmony Korine,Drama Thriller,stoker,Mia WasikowskaAlden EhrenreichHarmony KorineDrama Thriller
Kar-Wai Wong,Li Gong,Tony Chiu Wai Leung,Maggie Cheung,Drama Romance Sci-Fi,2046,Li GongTony Chiu Wai LeungMaggie CheungDrama Romance Sci-Fi
Ira Sachs,David Richmond-Peck,Erin Boyes,Timothy Webber,Crime Drama Romance,married life,David Richmond-PeckErin BoyesTimothy WebberCrime Drama Romance
Carroll Ballard,Eamonn Walker,Hope Davis,Campbell Scott,Adventure Drama Family,duma,Eamonn WalkerHope DavisCampbell ScottAdventure Drama Family
Neil Jordan,Tony Curran,Stephen Rea,Alicja Bachleda,Drama Mystery Romance,ondine,Tony CurranStephen ReaAlicja BachledaDrama Mystery Romance
Takeshi Kitano,Omar Epps,Tatyana Ali,James Shigeta,Crime Drama Thriller,brother,Omar EppsTatyana AliJames ShigetaCrime Drama Thriller
Anthony Russo,Michael Jeter,Isaiah Washington,Andy Davoli,Comedy Crime,welcome to collinwood,Michael JeterIsaiah WashingtonAndy DavoliComedy Crime
Sidney Lumet,Kyra Sedgwick,Anne Bancroft,Albert Brooks,Comedy Drama,critical care,Kyra SedgwickAnne BancroftAlbert BrooksComedy Drama
Vadim Perelman,Eva Amurri Martino,Lynn Cohen,Brett Cullen,Drama Mystery Thriller,the life before her eyes,Eva Amurri MartinoLynn CohenBrett CullenDrama Mystery Thriller
Lawrence Kasdan,Dianne Wiest,Mark Duplass,Sam Shepard,Comedy Drama Romance,darling companion,Dianne WiestMark DuplassSam ShepardComedy Drama Romance
Marco Kreuzpaintner,Zack Ward,Kate del Castillo,Alicja Bachleda,Crime Drama Thriller,trade,Zack WardKate del CastilloAlicja BachledaCrime Drama Thriller
Lajos Koltai,Marcell Nagy,Péter Fancsikai,Bálint Péntek,Drama Romance War,fateless,Marcell NagyPéter FancsikaiBálint PéntekDrama Romance War
